model_num,optimizer,units,activation,kernel_regularizer,fold,epoch,loss,val_loss,time_train,accuracy_score_train,f1_score_train,precision_score_train,recall_score_train,roc_auc_score_train,accuracy_score_test,f1_score_test,precision_score_test,recall_score_test,roc_auc_score_test,time_pred,model_size,model_layers,model_weights,model_parameters_non_zero,model_sparsity
352,Adamax,32,tanh,l1,4.50000000,10.00000000,2.27275610,2.16568451,0.08035409,0.70266667,0.82473440,0.70206068,0.99936508,0.50486772,0.70200000,0.82430096,0.70183261,0.99857143,0.50428571,0.16187527,75293.00000000,4.00000000,3713.00000000,3713.00000000,0.00000000
353,Ftrl,32,tanh,l1,4.50000000,10.00000000,0.68830142,0.68818222,0.08845592,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18875463,75430.00000000,4.00000000,3713.00000000,3712.20000000,0.02200000
354,SGD,32,tanh,l1,4.50000000,10.00000000,4.86023002,4.81569877,0.09351432,0.70333333,0.82427267,0.70412674,0.99396826,0.50957672,0.70100000,0.82252145,0.70368456,0.99000000,0.50833333,0.18956769,40373.00000000,4.00000000,3713.00000000,3713.00000000,0.00000000
355,Adagrad,32,tanh,l2,4.50000000,10.00000000,1.59330547,1.60519556,0.08188961,0.69488889,0.81680524,0.70437083,0.97238095,0.50989418,0.69300000,0.81520687,0.70411766,0.96857143,0.50928571,0.17027633,57882.00000000,4.00000000,3713.00000000,3713.00000000,0.00000000
356,Adadelta,32,tanh,l2,4.50000000,10.00000000,1.68293595,1.67951388,0.08284349,0.61066667,0.71973074,0.71221387,0.75190476,0.51650794,0.60300000,0.70847687,0.70854829,0.74000000,0.51166667,0.18156362,75230.00000000,4.00000000,3713.00000000,3713.00000000,0.00000000
357,Adam,32,tanh,l2,4.50000000,10.00000000,0.72150015,0.73566071,0.07842662,0.77366667,0.84961099,0.79534487,0.91333333,0.68055556,0.74100000,0.82784618,0.77538063,0.89000000,0.64166667,0.17219610,75259.00000000,4.00000000,3713.00000000,3713.00000000,0.00000000
358,Adamax,32,tanh,l2,4.50000000,10.00000000,1.02616682,1.02307373,0.08112752,0.73366667,0.83192711,0.74525899,0.94158730,0.59505291,0.72300000,0.82621324,0.73758815,0.94000000,0.57833333,0.18538747,75245.00000000,4.00000000,3713.00000000,3713.00000000,0.00000000
359,Ftrl,32,tanh,l2,4.50000000,10.00000000,0.68773622,0.68757150,0.09361839,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17753897,75382.00000000,4.00000000,3713.00000000,3713.00000000,0.00000000
360,SGD,32,tanh,l2,4.50000000,10.00000000,1.48231789,1.48228399,0.07870755,0.70500000,0.82395904,0.70767246,0.98619048,0.51753968,0.69900000,0.82108091,0.70299129,0.98714286,0.50690476,0.16677248,40325.00000000,4.00000000,3713.00000000,3713.00000000,0.00000000
361,Adagrad,16,relu,,4.50000000,10.00000000,0.67538138,0.67616304,0.07689183,0.60188889,0.69535716,0.68891954,0.76666667,0.49203704,0.60100000,0.69080958,0.67497399,0.76714286,0.49023810,0.17440879,38647.00000000,4.00000000,1345.00000000,1344.40000000,0.04400000
362,Adadelta,16,relu,,4.50000000,10.00000000,0.72279032,0.72653990,0.08727353,0.47066667,0.42607106,0.55743550,0.42126984,0.50359788,0.45700000,0.40699220,0.49667097,0.41714286,0.48357143,0.19563291,46512.00000000,4.00000000,1345.00000000,1344.70000000,0.02200000
363,Adam,16,relu,,4.50000000,10.00000000,0.48570174,0.52885719,0.08401704,0.76288889,0.84667832,0.77504002,0.93412698,0.64873016,0.72800000,0.82394548,0.75316422,0.91142857,0.60571429,0.16928012,46541.00000000,4.00000000,1345.00000000,1344.50000000,0.03700000
364,Adamax,16,relu,,4.50000000,10.00000000,0.57127586,0.58211655,0.08287413,0.70222222,0.82456389,0.70165578,0.99968254,0.50391534,0.70000000,0.82332057,0.70040404,0.99857143,0.50095238,0.18266406,46527.00000000,4.00000000,1345.00000000,1344.40000000,0.04400000
365,Ftrl,16,relu,,4.50000000,10.00000000,0.68773937,0.68757640,0.08410275,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19358492,46664.00000000,4.00000000,1345.00000000,1218.00000000,9.44400000
366,SGD,16,relu,,4.50000000,10.00000000,0.59845055,0.60248878,0.07628500,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17870822,30562.00000000,4.00000000,1345.00000000,1344.70000000,0.02100000
367,Adagrad,16,relu,l1,4.50000000,10.00000000,2.83523209,2.83254142,0.08521152,0.68077778,0.80441602,0.70161602,0.94682540,0.50341270,0.67700000,0.80125715,0.69956320,0.94285714,0.49976190,0.18177023,38986.00000000,4.00000000,1345.00000000,1344.20000000,0.05800000
368,Adadelta,16,relu,l1,4.50000000,10.00000000,2.97865517,2.97814405,0.09776847,0.55133333,0.58440094,0.64434620,0.61333333,0.51000000,0.56500000,0.59660520,0.65824962,0.62571429,0.52452381,0.19245796,46851.00000000,4.00000000,1345.00000000,1344.30000000,0.05100000
369,Adam,16,relu,l1,4.50000000,10.00000000,0.88555126,0.84219715,0.08216684,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17410209,46880.00000000,4.00000000,1345.00000000,1344.60000000,0.02900000
370,Adamax,16,relu,l1,4.50000000,10.00000000,1.35005428,1.29976211,0.08625159,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17923396,46866.00000000,4.00000000,1345.00000000,1344.80000000,0.01400000
371,Ftrl,16,relu,l1,4.50000000,10.00000000,0.68792580,0.68777438,0.08466897,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17038426,47003.00000000,4.00000000,1345.00000000,1341.30000000,0.27500000
372,SGD,16,relu,l1,4.50000000,10.00000000,2.54168007,2.52673194,0.07664816,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17514627,30901.00000000,4.00000000,1345.00000000,1344.70000000,0.02100000
373,Adagrad,16,relu,l2,4.50000000,10.00000000,1.18827821,1.18781251,0.08352005,0.68833333,0.80734842,0.71013407,0.94571429,0.51674603,0.67400000,0.79486352,0.70193408,0.93000000,0.50333333,0.17352345,38938.00000000,4.00000000,1345.00000000,1344.70000000,0.02100000
374,Adadelta,16,relu,l2,4.50000000,10.00000000,1.25565965,1.25028989,0.08216026,0.55566667,0.58222392,0.56036134,0.63587302,0.50219577,0.55800000,0.58453088,0.56792990,0.63714286,0.50523810,0.18288107,46803.00000000,4.00000000,1345.00000000,1343.90000000,0.08000000
375,Adam,16,relu,l2,4.50000000,10.00000000,0.64753482,0.65323752,0.08131237,0.73344444,0.83531426,0.73832771,0.96428571,0.57955026,0.71900000,0.82780588,0.72737564,0.96285714,0.55642857,0.17320771,46832.00000000,4.00000000,1345.00000000,1344.70000000,0.02200000
376,Adamax,16,relu,l2,4.50000000,10.00000000,0.82941291,0.82448314,0.08505311,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18135707,46818.00000000,4.00000000,1345.00000000,1344.80000000,0.01400000
377,Ftrl,16,relu,l2,4.50000000,10.00000000,0.68782759,0.68766812,0.07764852,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17269375,46955.00000000,4.00000000,1345.00000000,1341.90000000,0.23100000
378,SGD,16,relu,l2,4.50000000,10.00000000,1.10481193,1.10084789,0.08356526,0.70000000,0.82350631,0.70004454,0.99984127,0.50010582,0.70000000,0.82331933,0.70040816,0.99857143,0.50095238,0.19658523,30853.00000000,4.00000000,1345.00000000,1344.70000000,0.02100000
379,Adagrad,16,elu,,4.50000000,10.00000000,0.62400229,0.62211208,0.07910676,0.68144444,0.80360795,0.70626421,0.93460317,0.51267196,0.67800000,0.80277610,0.70199950,0.93857143,0.50428571,0.17933857,38644.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
380,Adadelta,16,elu,,4.50000000,10.00000000,0.70823835,0.69629409,0.09169469,0.51911111,0.58742606,0.68781611,0.56698413,0.48719577,0.52500000,0.59928686,0.70077341,0.57428571,0.49214286,0.19547403,46509.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
381,Adam,16,elu,,4.50000000,10.00000000,0.47094733,0.51813182,0.09329393,0.77655556,0.84934479,0.80445269,0.89984127,0.69436508,0.73300000,0.81872206,0.77869244,0.86571428,0.64452381,0.17075815,46538.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
382,Adamax,16,elu,,4.50000000,10.00000000,0.53812341,0.55501394,0.08558326,0.72533333,0.83008132,0.73262730,0.95825397,0.57005291,0.71200000,0.82275264,0.72351502,0.95428571,0.55047619,0.19215527,46524.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
383,Ftrl,16,elu,,4.50000000,10.00000000,0.68765651,0.68749042,0.09566622,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.21149185,46661.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
384,SGD,16,elu,,4.50000000,10.00000000,0.58416067,0.58331524,0.08304043,0.70277778,0.82360245,0.70453340,0.99126984,0.51044974,0.69800000,0.82039494,0.70269138,0.98571429,0.50619048,0.19449286,30559.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
385,Adagrad,16,elu,l1,4.50000000,10.00000000,2.82295129,2.81550176,0.08335862,0.68788889,0.81073927,0.70409288,0.95634921,0.50891534,0.68800000,0.81101475,0.70400974,0.95714286,0.50857143,0.17655284,38983.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
386,Adadelta,16,elu,l1,4.50000000,10.00000000,2.98805628,2.98028362,0.09320886,0.52111111,0.58688461,0.68148814,0.56396825,0.49253968,0.53900000,0.60336685,0.70979030,0.58142857,0.51071428,0.19318566,46848.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
387,Adam,16,elu,l1,4.50000000,10.00000000,1.01620427,0.97076688,0.08283722,0.70200000,0.82437286,0.70171074,0.99904762,0.50396825,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17918265,46877.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
388,Adamax,16,elu,l1,4.50000000,10.00000000,1.66842970,1.62356721,0.08423636,0.70177778,0.82397828,0.70206926,0.99714286,0.50486772,0.70100000,0.82338515,0.70193570,0.99571429,0.50452381,0.19774354,46863.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
389,Ftrl,16,elu,l1,4.50000000,10.00000000,0.68868506,0.68849685,0.09506149,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.23604884,47000.00000000,4.00000000,1345.00000000,1344.20000000,0.05800000
390,SGD,16,elu,l1,4.50000000,10.00000000,2.51817465,2.50388894,0.08573172,0.70211111,0.82418807,0.70221455,0.99746032,0.50521164,0.70300000,0.82478826,0.70253968,0.99857143,0.50595238,0.18901198,30898.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
391,Adagrad,16,elu,l2,4.50000000,10.00000000,1.16682072,1.16889596,0.07572875,0.68544444,0.80861334,0.70346735,0.95253968,0.50738095,0.67600000,0.80367122,0.69635195,0.95142857,0.49238095,0.16717360,38935.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
392,Adadelta,16,elu,l2,4.50000000,10.00000000,1.28651751,1.28714930,0.11890700,0.48811111,0.51276605,0.70047109,0.46190476,0.50558201,0.48400000,0.50544197,0.68861521,0.46000000,0.50000000,0.24280906,46800.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
393,Adam,16,elu,l2,4.50000000,10.00000000,0.70263885,0.71995507,0.08250129,0.75722222,0.84006898,0.78008332,0.91111111,0.65462963,0.72700000,0.81928799,0.76482987,0.88428571,0.62214286,0.17948835,46829.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
394,Adamax,16,elu,l2,4.50000000,10.00000000,0.88764793,0.88674379,0.07678721,0.70933333,0.82526130,0.71277574,0.98047619,0.52857143,0.71000000,0.82606474,0.71302863,0.98285714,0.52809524,0.17084572,46815.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
395,Ftrl,16,elu,l2,4.50000000,10.00000000,0.68777940,0.68760821,0.07513585,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.15361559,46952.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
396,SGD,16,elu,l2,4.50000000,10.00000000,1.07600900,1.07533126,0.07492898,0.70333333,0.82344323,0.70597465,0.98825397,0.51338624,0.70700000,0.82601568,0.70735027,0.99285715,0.51642857,0.17039258,30850.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
397,Adagrad,16,sigmoid,,4.50000000,10.00000000,0.71431339,0.71187876,0.07755332,0.50000000,0.41176471,0.35000000,0.50000000,0.50000000,0.50000000,0.41176471,0.35000000,0.50000000,0.50000000,0.17016606,38656.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
398,Adadelta,16,sigmoid,,4.50000000,10.00000000,0.77611064,0.77609978,0.07942429,0.50000000,0.41176471,0.35000000,0.50000000,0.50000000,0.50000000,0.41176471,0.35000000,0.50000000,0.50000000,0.17422640,46521.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
399,Adam,16,sigmoid,,4.50000000,10.00000000,0.60393855,0.60370684,0.08349404,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17945256,46550.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
400,Adamax,16,sigmoid,,4.50000000,10.00000000,0.61061657,0.61049675,0.08705304,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19544575,46536.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
401,Ftrl,16,sigmoid,,4.50000000,10.00000000,0.66060376,0.65957869,0.07936068,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.16682565,46673.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
402,SGD,16,sigmoid,,4.50000000,10.00000000,0.61094640,0.61090459,0.07221935,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.15941107,30571.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
403,Adagrad,16,sigmoid,l1,4.50000000,10.00000000,2.87619920,2.86931088,0.07814076,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.17451463,38995.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
404,Adadelta,16,sigmoid,l1,4.50000000,10.00000000,2.98203826,2.98156424,0.08981318,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.19461830,46860.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
405,Adam,16,sigmoid,l1,4.50000000,10.00000000,0.82691037,0.78669365,0.08546968,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18135717,46889.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
406,Adamax,16,sigmoid,l1,4.50000000,10.00000000,0.97845839,0.93873885,0.08414812,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18569300,46875.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
407,Ftrl,16,sigmoid,l1,4.50000000,10.00000000,0.66680137,0.66577452,0.09035909,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.16949296,47012.00000000,4.00000000,1345.00000000,1344.50000000,0.03600000
408,SGD,16,sigmoid,l1,4.50000000,10.00000000,2.55414491,2.53571391,0.07693894,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18761263,30910.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
409,Adagrad,16,sigmoid,l2,4.50000000,10.00000000,1.28093214,1.27794551,0.08200250,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.18499684,38947.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
410,Adadelta,16,sigmoid,l2,4.50000000,10.00000000,1.27410959,1.27373543,0.08300555,0.55211111,0.52740830,0.50609272,0.62063492,0.50642857,0.55200000,0.53241552,0.49500000,0.62571429,0.50285714,0.19131658,46812.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
411,Adam,16,sigmoid,l2,4.50000000,10.00000000,0.67338722,0.66544411,0.08581145,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17948115,46841.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
412,Adamax,16,sigmoid,l2,4.50000000,10.00000000,0.74594105,0.73677256,0.07749414,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16674645,46827.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
413,Ftrl,16,sigmoid,l2,4.50000000,10.00000000,0.65716953,0.65623101,0.08891301,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17185516,46964.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
414,SGD,16,sigmoid,l2,4.50000000,10.00000000,1.11405170,1.11065576,0.07590170,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16183448,30862.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
415,Adagrad,16,softmax,,4.50000000,10.00000000,0.68499600,0.68474675,0.08307035,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.19824088,38656.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
416,Adadelta,16,softmax,,4.50000000,10.00000000,0.69278492,0.69277517,0.08242860,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.17192078,46521.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
417,Adam,16,softmax,,4.50000000,10.00000000,0.62342763,0.62200729,0.08327878,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18180633,46550.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
418,Adamax,16,softmax,,4.50000000,10.00000000,0.64461237,0.64305133,0.08838658,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16221352,46536.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
419,Ftrl,16,softmax,,4.50000000,10.00000000,0.68597200,0.68572575,0.09618392,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19336131,46673.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
420,SGD,16,softmax,,4.50000000,10.00000000,0.62982833,0.62842771,0.08522968,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17652364,30571.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
421,Adagrad,16,softmax,l1,4.50000000,10.00000000,2.87863629,2.87298083,0.08644464,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.18169374,38995.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
422,Adadelta,16,softmax,l1,4.50000000,10.00000000,2.99240868,2.99202604,0.09194164,0.42000000,0.24705882,0.21000000,0.30000000,0.50000000,0.42000000,0.24705882,0.21000000,0.30000000,0.50000000,0.18321617,46860.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
423,Adam,16,softmax,l1,4.50000000,10.00000000,0.80212991,0.76120882,0.08245354,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16352675,46889.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
424,Adamax,16,softmax,l1,4.50000000,10.00000000,0.82410443,0.78386718,0.09035239,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19355354,46875.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
425,Ftrl,16,softmax,l1,4.50000000,10.00000000,0.68619998,0.68593848,0.08914335,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17365475,47012.00000000,4.00000000,1345.00000000,1344.20000000,0.05700000
426,SGD,16,softmax,l1,4.50000000,10.00000000,2.59006176,2.57016368,0.08916159,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17826214,30910.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
427,Adagrad,16,softmax,l2,4.50000000,10.00000000,1.22942607,1.22815427,0.08060057,0.62000000,0.65882353,0.56000000,0.80000000,0.50000000,0.62000000,0.65882353,0.56000000,0.80000000,0.50000000,0.17240882,38947.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
428,Adadelta,16,softmax,l2,4.50000000,10.00000000,1.25702437,1.25688941,0.08901026,0.38000000,0.16470588,0.14000000,0.20000000,0.50000000,0.38000000,0.16470588,0.14000000,0.20000000,0.50000000,0.18494267,46812.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
429,Adam,16,softmax,l2,4.50000000,10.00000000,0.67410991,0.66579047,0.08364558,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19718924,46841.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
430,Adamax,16,softmax,l2,4.50000000,10.00000000,0.71005898,0.70097039,0.08464365,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18625770,46827.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
431,Ftrl,16,softmax,l2,4.50000000,10.00000000,0.68591510,0.68566595,0.08708439,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18282690,46964.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
432,SGD,16,softmax,l2,4.50000000,10.00000000,1.13282604,1.12806417,0.07627039,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17526681,30862.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
433,Adagrad,16,tanh,,4.50000000,10.00000000,0.61543945,0.62221228,0.07091668,0.69144444,0.81281317,0.70618351,0.95825397,0.51357143,0.67500000,0.80222184,0.69812868,0.94428571,0.49547619,0.17593565,38647.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
434,Adadelta,16,tanh,,4.50000000,10.00000000,0.73116788,0.71880800,0.09101443,0.48822222,0.50184750,0.70260686,0.47587302,0.49645503,0.50900000,0.51694740,0.74804651,0.49571428,0.51785714,0.19085402,46512.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
435,Adam,16,tanh,,4.50000000,10.00000000,0.47566133,0.52204032,0.08537133,0.77600000,0.84958410,0.80300901,0.90285714,0.69142857,0.72700000,0.81676923,0.77028000,0.87000000,0.63166667,0.17201228,46541.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
436,Adamax,16,tanh,,4.50000000,10.00000000,0.54566342,0.55663827,0.08353779,0.72044445,0.82728576,0.72921560,0.95634921,0.56317460,0.70800000,0.82021463,0.72105093,0.95142857,0.54571429,0.17049882,46527.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
437,Ftrl,16,tanh,,4.50000000,10.00000000,0.68774540,0.68758613,0.07981262,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18084109,46664.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
438,SGD,16,tanh,,4.50000000,10.00000000,0.57915935,0.58288459,0.07903628,0.70222222,0.82188836,0.70694583,0.98174603,0.51587302,0.70000000,0.82074731,0.70544148,0.98142857,0.51238095,0.18574121,30562.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
439,Adagrad,16,tanh,l1,4.50000000,10.00000000,2.81542408,2.80782259,0.07403343,0.68266667,0.80688844,0.70271323,0.94761905,0.50603174,0.69200000,0.81259420,0.70772708,0.95428571,0.51714286,0.17409358,38986.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
440,Adadelta,16,tanh,l1,4.50000000,10.00000000,2.98448551,2.97640357,0.08036900,0.50177778,0.55152950,0.69645268,0.49793651,0.50433862,0.50000000,0.54976245,0.70424207,0.49428572,0.50380952,0.20109162,46851.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
441,Adam,16,tanh,l1,4.50000000,10.00000000,1.00819026,0.96784776,0.08217757,0.70366667,0.82524855,0.70273327,0.99952381,0.50642857,0.70100000,0.82380662,0.70111523,0.99857143,0.50261905,0.18638663,46880.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
442,Adamax,16,tanh,l1,4.50000000,10.00000000,1.64955832,1.61020153,0.08422768,0.70255556,0.82373733,0.70395670,0.99285714,0.50902116,0.70300000,0.82437106,0.70341540,0.99571429,0.50785714,0.18451521,46866.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
443,Ftrl,16,tanh,l1,4.50000000,10.00000000,0.68795754,0.68779945,0.09575305,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.21044021,47003.00000000,4.00000000,1345.00000000,1344.50000000,0.03600000
444,SGD,16,tanh,l1,4.50000000,10.00000000,2.52072599,2.50783246,0.08378661,0.70111111,0.82332328,0.70223682,0.99492064,0.50523809,0.69200000,0.81772662,0.69796125,0.98714286,0.49523810,0.17618165,30901.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
445,Adagrad,16,tanh,l2,4.50000000,10.00000000,1.17112540,1.18155518,0.09055204,0.68755555,0.80934216,0.70625713,0.94825397,0.51375661,0.67200000,0.79912980,0.69938714,0.93285714,0.49809524,0.22866826,38938.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
446,Adadelta,16,tanh,l2,4.50000000,10.00000000,1.30129752,1.30151429,0.08941586,0.44755556,0.46569876,0.67130873,0.39349206,0.48359788,0.44200000,0.45504216,0.67231124,0.38285714,0.48142857,0.19790964,46803.00000000,4.00000000,1345.00000000,1345.00000000,0.00000000
